athlete_name,year,event_order,points_earned,event_name,athlete_country,athlete_profile_url,athlete_stance,athlete_first_season,athlete_age,athlete_height,athlete_weight,injuried_flag
Gabriel Medina,2017,3,1750,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,23,180,77,0.0
Julian Wilson,2017,3,1750,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,28,183,82,0.0
Jordy Smith,2017,3,10000,Rip Curl Pro Bells Beach,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,29,190,88,0.0
Matt Wilkinson,2017,3,1750,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,29,180,82,0.0
Owen Wright,2017,3,4000,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,27,190,81,0.0
Kolohe Andino,2017,3,1750,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,23,180,79,0.0
Adriano de Souza,2017,3,5200,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,30,170,66,0.0
Joel Parkinson,2017,3,4000,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,36,183,82,0.0
Filipe Toledo,2017,3,5200,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,22,175,70,0.0
Sebastian Zietz,2017,3,4000,Rip Curl Pro Bells Beach,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,29,183,77,0.0
Mick Fanning,2017,3,5200,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,36,178,79,0.0
Connor O' Leary,2017,3,1750,Rip Curl Pro Bells Beach,,,,,,,,0.0
Frederico Morais,2017,3,5200,Rip Curl Pro Bells Beach,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,25,185,81,0.0
Jeremy Flores,2017,3,1750,Rip Curl Pro Bells Beach,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,29,173,72,0.0
Adrian Buchan,2017,3,1750,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,35,175,75,0.0
Kanoa Igarashi,2017,3,500,Rip Curl Pro Bells Beach,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,0.0
Caio Ibelli,2017,3,8000,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,24,167,72,0.0
Michel Bourez,2017,3,1750,Rip Curl Pro Bells Beach,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,31,175,80,0.0
Conner Coffin,2017,3,500,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,24,172,76,0.0
Joan Duru,2017,3,1750,Rip Curl Pro Bells Beach,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,28,177,77,0.0
Italo Ferreira,2017,3,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,23,168,68,1.0
Ian Gouveia,2017,3,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1089/ian-gouveia,Goofy,2008 Men's QS,24,167,69,0.0
Bede Durbidge,2017,3,1750,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/558/bede-durbidge,Regular,2002 Men's CT,34,185,82,0.0
Miguel Pupo,2017,3,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,25,175,73,0.0
Wiggolly Dantas,2017,3,4000,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,27,175,72,0.0
Leonardo Fioravanti,2017,3,500,Rip Curl Pro Bells Beach,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,19,180,80,0.0
Kelly Slater,2017,3,1750,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,45,175,73,0.0
Ezekiel Lau,2017,3,6500,Rip Curl Pro Bells Beach,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,23,186,92,0.0
Jack Freestone,2017,3,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,25,185,86,0.0
Nat Young,2017,3,1750,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,26,180,75,0.0
Josh Kerr,2017,3,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,33,173,69,0.0
Jadson Andre,2017,3,500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,27,170,70,0.0
Ethan Ewing,2017,3,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,19,178,77,0.0
Stuart Kennedy,2017,3,500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,27,175,73,0.0
Gabriel Medina,2018,3,4745,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,24,180,77,0.0
Julian Wilson,2018,3,6085,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,29,183,82,0.0
Filipe Toledo,2018,3,10000,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,23,175,70,0.0
Italo Ferreira,2018,3,1665,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,24,168,68,0.0
Jordy Smith,2018,3,1665,Oi Rio Pro,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,30,190,88,0.0
Owen Wright,2018,3,420,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,28,190,81,0.0
Conner Coffin,2018,3,420,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,25,172,76,0.0
Michel Bourez,2018,3,420,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,32,175,80,0.0
Wade Carmichael,2018,3,7800,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,25,180,86,0.0
Kanoa Igarashi,2018,3,3700,Oi Rio Pro,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,21,180,78,0.0
Kolohe Andino,2018,3,4745,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,24,180,79,0.0
Mikey Wright,2018,3,1665,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,22,183,80,0.0
Willian Cardoso,2018,3,1665,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/622/willian-cardoso,Regular,2008 Men's QS,32,179,95,0.0
Sebastian Zietz,2018,3,3700,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,30,183,77,0.0
Michael Rodrigues,2018,3,4745,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/2251/michael-rodrigues,Regular,2010 Men's QS,23,175,75,0.0
Jeremy Flores,2018,3,1665,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,30,173,72,0.0
Adrian Buchan,2018,3,1665,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,36,175,75,0.0
Griffin Colapinto,2018,3,1665,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,20,178,78,0.0
Adriano de Souza,2018,3,420,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,31,170,66,0.0
Ezekiel Lau,2018,3,6085,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,24,186,92,0.0
Yago Dora,2018,3,4745,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,22,181,77,0.0
Joan Duru,2018,3,420,Oi Rio Pro,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,29,177,77,0.0
Frederico Morais,2018,3,1665,Oi Rio Pro,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,26,185,81,0.0
Matt Wilkinson,2018,3,420,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,30,180,82,0.0
Connor O' Leary,2018,3,420,Oi Rio Pro,,,,,,,,0.0
Tomas Hermes,2018,3,1665,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/449/tomas-hermes,Regular,2008 Men's QS,31,163,65,0.0
Jesse Mendes,2018,3,420,Oi Rio Pro,Italy,https://www.worldsurfleague.com/athletes/700/jesse-mendes,Goofy,2008 Men's QS,25,186,79,0.0
Patrick Gudauskas,2018,3,420,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/4/patrick-gudauskas,Regular,2008 Men's QS,32,183,72,0.0
Kelly Slater,2018,3,420,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,46,175,73,1.0
Michael February,2018,3,420,Oi Rio Pro,South Africa,https://www.worldsurfleague.com/athletes/1380/michael-february,Regular,2008 Men's QS,25,188,72,0.0
Ian Gouveia,2018,3,3700,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1089/ian-gouveia,Goofy,2008 Men's QS,25,167,69,0.0
John John Florence,2018,3,3700,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,25,186,79,0.0
Miguel Pupo,2018,3,1665,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,26,175,73,0.0
Keanu Asing,2018,3,1665,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/1677/keanu-asing,Regular,2009 Men's QS,25,163,63,0.0
Wiggolly Dantas,2018,3,420,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/425/wiggolly-dantas,Goofy,2008 Men's QS,28,175,72,0.0
Caio Ibelli,2018,3,420,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,25,167,72,1.0
Alejo Muniz,2018,3,1665,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/708/alejo-muniz,Regular,2008 Men's QS,28,175,72,0.0
Italo Ferreira,2019,3,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,25,168,68,0.0
Gabriel Medina,2019,3,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,25,180,77,0.0
Jordy Smith,2019,3,1330,Corona Bali Protected,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,31,190,88,0.0
Filipe Toledo,2019,3,4745,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,24,175,70,0.0
Kolohe Andino,2019,3,4745,Corona Bali Protected,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,25,180,79,0.0
Kanoa Igarashi,2019,3,10000,Corona Bali Protected,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,22,180,78,0.0
John John Florence,2019,3,1330,Corona Bali Protected,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,26,186,79,0.0
Kelly Slater,2019,3,6085,Corona Bali Protected,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,47,175,73,0.0
Owen Wright,2019,3,1330,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,29,190,81,0.0
Jeremy Flores,2019,3,7800,Corona Bali Protected,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,31,173,72,0.0
Julian Wilson,2019,3,3320,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,30,183,82,0.0
Seth Moniz,2019,3,1330,Corona Bali Protected,Hawaii,https://www.worldsurfleague.com/athletes/3955/seth-moniz,Regular,2012 Men's JR,22,170,68,0.0
Michel Bourez,2019,3,3320,Corona Bali Protected,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,33,175,80,0.0
Ryan Callinan,2019,3,3320,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,27,183,80,0.0
Jack Freestone,2019,3,3320,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,27,185,86,0.0
Griffin Colapinto,2019,3,1330,Corona Bali Protected,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,21,178,78,0.0
Caio Ibelli,2019,3,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,26,167,72,0.0
Wade Carmichael,2019,3,4745,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,26,180,86,0.0
Adrian Buchan,2019,3,4745,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,37,175,75,0.0
Conner Coffin,2019,3,3320,Corona Bali Protected,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,26,172,76,0.0
Peterson Crisanto,2019,3,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/482/peterson-crisanto,Regular,2008 Men's QS,27,166,72,0.0
Yago Dora,2019,3,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,23,181,77,0.0
Deivid Silva,2019,3,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,24,168,68,0.0
Willian Cardoso,2019,3,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/622/willian-cardoso,Regular,2008 Men's QS,33,179,95,0.0
Jesse Mendes,2019,3,3320,Corona Bali Protected,Italy,https://www.worldsurfleague.com/athletes/700/jesse-mendes,Goofy,2008 Men's QS,26,186,79,0.0
Michael Rodrigues,2019,3,6085,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/2251/michael-rodrigues,Regular,2010 Men's QS,24,175,75,0.0
Sebastian Zietz,2019,3,265,Corona Bali Protected,Hawaii,https://www.worldsurfleague.com/athletes/14/sebastian-zietz,Regular,2008 Men's QS,31,183,77,0.0
Ezekiel Lau,2019,3,265,Corona Bali Protected,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,25,186,92,0.0
Joan Duru,2019,3,3320,Corona Bali Protected,France,https://www.worldsurfleague.com/athletes/621/joan-duru,Goofy,2006 Men's CT,30,177,77,0.0
Soli Bailey,2019,3,265,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/2824/soli-bailey,Regular,2011 Men's JR,24,183,80,0.0
Leonardo Fioravanti,2019,3,3320,Corona Bali Protected,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,21,180,80,0.0
Jadson Andre,2019,3,1330,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,29,170,70,0.0
Ricardo Christie,2019,3,1330,Corona Bali Protected,New Zealand,https://www.worldsurfleague.com/athletes/314/ricardo-christie,Regular,2008 Men's QS,31,185,84,0.0
Adriano de Souza,2019,3,265,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,32,170,66,1.0
Mikey Wright,2019,3,1330,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,23,183,80,0.0
Jacob Willcox,2019,3,265,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/3047/jacob-willcox,Goofy,2011 Men's JR,22,178,65,0.0
Gabriel Medina,2021,3,10000,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,27,180,77,0.0
Filipe Toledo,2021,3,3320,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,26,175,70,0.0
Italo Ferreira,2021,3,3320,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,27,168,68,0.0
Conner Coffin,2021,3,7800,Rip Curl Narrabeen Classic presented by Corona,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,28,172,76,0.0
Morgan Cibilic,2021,3,4745,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/8801/morgan-cibilic,,2015 Men's JR,,,,0.0
Griffin Colapinto,2021,3,6085,Rip Curl Narrabeen Classic presented by Corona,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,23,178,78,0.0
Jordy Smith,2021,3,3320,Rip Curl Narrabeen Classic presented by Corona,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,33,190,88,0.0
Kanoa Igarashi,2021,3,4745,Rip Curl Narrabeen Classic presented by Corona,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,24,180,78,0.0
Yago Dora,2021,3,4745,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,25,181,77,0.0
Frederico Morais,2021,3,6085,Rip Curl Narrabeen Classic presented by Corona,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,29,185,81,0.0
John John Florence,2021,3,3320,Rip Curl Narrabeen Classic presented by Corona,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,28,186,79,0.0
Jack Robinson,2021,3,3320,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/3442/jack-robinson,Regular,2011 Men's JR,,180,81,0.0
Leonardo Fioravanti,2021,3,265,Rip Curl Narrabeen Classic presented by Corona,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,23,180,80,0.0
Deivid Silva,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/2760/deivid-silva,Goofy,2011 Men's JR,26,168,68,0.0
Ryan Callinan,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,29,183,80,0.0
Adriano de Souza,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,34,170,66,0.0
Ethan Ewing,2021,3,4745,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,23,178,77,0.0
Kelly Slater,2021,3,265,Rip Curl Narrabeen Classic presented by Corona,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,49,175,73,1.0
Jadson Andre,2021,3,3320,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/466/jadson-andre,Goofy,2008 Men's QS,31,170,70,0.0
Jeremy Flores,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,33,173,72,0.0
Julian Wilson,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,32,183,82,0.0
Seth Moniz,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Hawaii,https://www.worldsurfleague.com/athletes/3955/seth-moniz,Regular,2012 Men's JR,24,170,68,0.0
Miguel Pupo,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,29,175,73,0.0
Matthew Mc Gillivray,2021,3,265,Rip Curl Narrabeen Classic presented by Corona,,,,,,,,0.0
Owen Wright,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,31,190,81,0.0
Caio Ibelli,2021,3,3320,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,28,167,72,0.0
Peterson Crisanto,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/482/peterson-crisanto,Regular,2008 Men's QS,29,166,72,0.0
Michel Bourez,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,France,https://www.worldsurfleague.com/athletes/593/michel-bourez,Regular,2007 Men's CT,35,175,80,0.0
Jack Freestone,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,29,185,86,0.0
Wade Carmichael,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/2817/wade-carmichael,Regular,2011 Men's JR,28,180,86,0.0
Connor O' Leary,2021,3,265,Rip Curl Narrabeen Classic presented by Corona,,,,,,,,0.0
Mikey Wright,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,25,183,80,0.0
Alex Ribeiro,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Brazil,https://www.worldsurfleague.com/athletes/483/alex-ribeiro,Goofy,2008 Men's QS,31,178,77,0.0
Adrian Buchan,2021,3,265,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,39,175,75,0.0
Kolohe Andino,2021,3,265,Rip Curl Narrabeen Classic presented by Corona,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,27,180,79,1.0
Reef Heazlewood,2021,3,3320,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/4336/reef-heazlewood,Goofy,2013 Men's JR,,,,0.0
Mick Fanning,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,40,178,79,0.0
Dylan Moffat,2021,3,1330,Rip Curl Narrabeen Classic presented by Corona,Australia,https://www.worldsurfleague.com/athletes/9079/dylan-moffat,,2016 Men's JR,,,,0.0
Filipe Toledo,2022,3,7800,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,27,175,70,0.0
Italo Ferreira,2022,3,6085,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,28,168,68,0.0
Jack Robinson,2022,3,1330,MEO Pro Portugal,Australia,https://www.worldsurfleague.com/athletes/3442/jack-robinson,Regular,2011 Men's JR,,180,81,0.0
Ethan Ewing,2022,3,1330,MEO Pro Portugal,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,24,178,77,0.0
Kanoa Igarashi,2022,3,4745,MEO Pro Portugal,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,25,180,78,0.0
Miguel Pupo,2022,3,3320,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,30,175,73,0.0
Griffin Colapinto,2022,3,10000,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,24,178,78,0.0
Caio Ibelli,2022,3,1330,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,29,167,72,0.0
Connor O' Leary,2022,3,3320,MEO Pro Portugal,,,,,,,,0.0
Callum Robson,2022,3,3320,MEO Pro Portugal,Australia,https://www.worldsurfleague.com/athletes/9654/callum-robson,Regular,2016 Men's JR,,,,0.0
Samuel Pupo,2022,3,1330,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/8784/samuel-pupo,Regular,2012 Men's JR,,,,0.0
John John Florence,2022,3,6085,MEO Pro Portugal,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,29,186,79,0.0
Matthew Mc Gillivray,2022,3,265,MEO Pro Portugal,,,,,,,,0.0
Jordy Smith,2022,3,4745,MEO Pro Portugal,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,34,190,88,0.0
Kelly Slater,2022,3,3320,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,50,175,73,0.0
Barron Mamiya,2022,3,1330,MEO Pro Portugal,Hawaii,https://www.worldsurfleague.com/athletes/3962/barron-mamiya,Regular,2012 Men's JR,22,175,62,0.0
Nat Young,2022,3,3320,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,31,180,75,0.0
Jake Marshall,2022,3,3320,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/3122/jake-marshall,Regular,2011 Men's JR,23,182,74,0.0
Yago Dora,2022,3,265,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,26,181,77,1.0
